Program,Sex_code,Entrance_Exam_Score,HS_GPA,risk_label,Entrance_Exam_Tier,HS_Performance_Tier,Strand_Program_Match,First_Gen_Student,Has_Scholarship,Financial_Stress,Gap_Years,Private_HS,Has_HS_Honors,Age_At_Enrollment,Age_Group,Distance_KM,Distance_Bucket,Program_Risk_Index,Municipality_Risk_Index
BSFI,M,86,72.8,0,0,2,0,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.058333333,0.5
BSHM,F,103,85.73,0,0,1,0,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSIT,F,118,87.8,0,0,1,2,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BIT-CT,M,125,86.1,0,0,1,0,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.0375,0.5
BIT-CT,M,114,85.4,0,0,1,1,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.0375,0.5
BSIT,M,108,93.9,0,0,0,1,0,0,5,0,0,1,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,110,90.8,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,106,81.7,0,0,1,2,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSHM,M,115,81.4,0,0,1,1,1,0,6,0,1,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,107,77.8,0,0,2,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,M,85,76.4,0,0,2,1,0,0,5,0,1,0,18,traditional,82.19663955,very_far,0.054166667,0.5
BSHM,M,102,85.2,0,0,1,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,F,116,84.3,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BSIE,M,139,85,0,0,1,2,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.054166667,0.5
BSFI,F,126,87.7,0,0,1,0,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.058333333,0.5
BIT-CT,F,123,81.4,0,0,1,0,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.0375,0.5
BIT-Automotive,F,85,83.9,0,0,1,1,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BSHM,M,123,85.4,0,0,1,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BIT-CT,M,94,72.2,0,0,2,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.0375,0.5
BIT-CT,M,109,85.9,0,0,1,1,0,1,4,0,1,0,18,traditional,82.19663955,very_far,0.0375,0.5
BIT-Electronics,M,74,68.8,0,1,2,-1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,F,103,85.2,0,0,1,0,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.0375,0.5
BIT-CT,M,82,75.7,0,0,2,1,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.0375,0.5
BSHM,M,131,92,0,0,0,0,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.033333333,0.5
BSFI,M,120,99.8,0,0,0,0,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.058333333,0.5
BSFI,F,107,94,0,0,0,0,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.058333333,0.5
BIT-CT,F,122,84.5,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.0375,0.5
BIT-Electronics,M,99,72.7,1,0,2,1,0,0,5,0,1,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BSIT,M,97,86.4,0,0,1,2,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,121,83.9,0,0,1,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIE,F,123,86.7,0,0,1,2,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.054166667,0.5
BSIT,M,75,74.5,0,1,2,-1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BIT-Electronics,M,144,86.6,0,0,1,1,0,1,4,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BSIT,F,72,79.2,1,1,2,2,0,1,4,0,1,0,17,traditional,82.19663955,very_far,0.05,0.5
BIT-CT,M,125,94.5,0,0,0,0,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.0375,0.5
BIT-Automotive,M,109,89.2,0,0,1,1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,107,84.3,0,0,1,0,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,M,123,87.1,0,0,1,2,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.054166667,0.5
BSFI,F,121,78.8,0,0,2,0,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.058333333,0.5
BSIE,M,129,80.6,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Electronics,M,87,84,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,100,88.9,0,0,1,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BSHM,F,134,89,0,0,1,1,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,M,87,82.6,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BSFI,M,113,84.4,0,0,1,0,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.058333333,0.5
BIT-Electronics,M,123,95.2,0,0,0,1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,M,117,92.4,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Automotive,M,104,88.1,0,0,1,1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BSFI,F,115,96.9,0,0,0,0,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.058333333,0.5
BSIT,F,93,77.6,0,0,2,2,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,76,77.9,0,1,2,2,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,62,74.9,0,2,2,-1,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSHM,F,120,86.9,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BIT-Automotive,M,132,86.7,0,0,1,1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BSHM,F,98,75.6,1,0,2,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BIT-Electronics,M,124,88.1,0,0,1,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,64,76.8,1,2,2,-1,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BSFI,M,106,84.8,0,0,1,0,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.058333333,0.5
BSIE,F,120,90.8,0,0,0,1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.054166667,0.5
BSIE,M,102,81.6,0,0,1,2,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BSFI,M,102,96,0,0,0,0,0,1,4,0,0,1,19,traditional,82.19663955,very_far,0.058333333,0.5
BSIE,M,107,93.1,0,0,0,2,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.054166667,0.5
BSIT,M,74,74.3,0,1,2,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSFI,F,125,86.5,0,0,1,0,1,0,6,0,1,1,17,traditional,82.19663955,very_far,0.058333333,0.5
BIT-Electronics,M,86,77.8,0,0,2,1,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BSHM,F,99,72.7,0,0,2,0,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BIT-Automotive,F,117,88.6,0,0,1,1,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,132,84.9,0,0,1,1,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BSIT,M,112,94.9,0,0,0,2,1,0,6,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,74,73.6,0,1,2,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BIT-Automotive,M,72,75.1,0,1,2,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,122,86.7,0,0,1,0,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,M,107,93.7,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.0375,0.5
BSIT,M,108,87.2,0,0,1,-1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,55,72.7,0,2,2,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,118,90.8,0,0,0,1,0,0,5,0,1,1,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,104,93.7,0,0,0,2,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,133,96.8,0,0,0,1,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,119,84.6,0,0,1,2,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,122,91.7,0,0,0,2,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,89,69.5,0,0,2,2,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,128,83.9,0,0,1,2,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,130,83.9,0,0,1,-1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,113,94.7,0,0,0,2,0,0,5,0,1,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,85,90.7,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,116,89.2,0,0,1,2,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,117,92.6,0,0,0,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,75,80,0,1,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,127,87.8,0,0,1,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,100,87.8,0,0,1,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,78,75.3,1,1,2,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,124,84.3,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,108,90.1,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,119,82.8,0,0,1,2,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,113,85.5,0,0,1,-1,0,1,4,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,136,86.6,0,0,1,2,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,130,75.5,0,0,2,2,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,127,85,0,0,1,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,83,76.7,0,0,2,2,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,129,89,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,130,90.8,0,0,0,2,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,114,90.8,0,0,0,2,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,127,79.9,0,0,2,2,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,111,82.4,0,0,1,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,106,96.8,0,0,0,2,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,113,83.9,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,149,89.6,0,0,1,2,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,94,85.3,0,0,1,2,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,105,81.7,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,105,95.3,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,114,94.9,0,0,0,2,1,0,6,0,0,1,15,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,62,69.9,1,2,2,2,1,0,6,0,1,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,123,80.3,0,0,1,2,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,129,81.7,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,124,84.9,0,0,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,130,87.9,0,0,1,1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,107,82,0,0,1,2,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,99,91.3,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,92,85.73,0,0,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,116,81.3,0,0,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,116,85.1,0,0,1,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,113,81.5,0,0,1,2,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,146,84.8,0,0,1,2,1,0,6,0,1,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,113,90.7,0,0,0,2,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,126,88.8,0,0,1,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,115,84.4,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,102,90.7,0,0,0,-1,0,1,4,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,101,72.7,0,0,2,2,1,0,6,0,1,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,122,89.8,0,0,1,-1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,110,87.2,0,0,1,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,72,70,0,1,2,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,93,82.4,1,0,1,2,1,1,5,0,0,0,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,125,85.4,0,0,1,2,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,101,98.4,0,0,0,1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,109,84.2,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,113,94.4,0,0,0,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,114,90.9,0,0,0,1,1,0,6,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,130,91.8,0,0,0,2,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,88,79.3,0,0,2,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,75,73.6,0,1,2,-1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,114,89.3,0,0,1,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,128,83.2,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,113,91.5,0,0,0,2,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,96,92,0,0,0,2,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,118,78,0,0,2,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,118,81.4,0,0,1,2,1,1,5,0,0,0,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,136,94,0,0,0,2,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,85,76.8,1,0,2,2,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,118,84.9,0,0,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,108,82.1,0,0,1,2,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,113,78.6,0,0,2,1,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,114,86.1,0,0,1,2,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,117,88.4,0,0,1,-1,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,124,87.5,0,0,1,2,0,0,5,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,119,90.6,0,0,0,-1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,80,68.1,0,0,2,1,1,0,6,0,1,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,130,91,0,0,0,1,1,0,6,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,108,97,0,0,0,2,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,113,81.6,0,0,1,1,1,0,6,0,0,0,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,82,78.2,0,0,2,-1,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,133,81.4,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,126,76.1,0,0,2,2,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,81,78.5,1,0,2,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,82,74.3,0,0,2,2,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,108,89.1,0,0,1,2,1,1,5,0,0,1,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,111,80.9,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,113,95.2,0,0,0,2,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,118,84.2,0,0,1,2,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,130,95.9,0,0,0,-1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,121,93.8,0,0,0,2,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,112,88.5,0,0,1,1,1,1,5,0,1,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,126,85.73,0,0,1,1,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,139,96.6,0,0,0,2,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,129,88.6,0,0,1,-1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,100,76,0,0,2,2,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,67,73,1,1,2,-1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,108,95.7,0,0,0,-1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,61,77.3,0,2,2,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,113,80.7,0,0,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,104,91.8,0,0,0,2,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,122,90.4,0,0,0,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,142,75.7,0,0,2,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,135,85.9,0,0,1,-1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,131,86.1,0,0,1,2,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,125,95.8,0,0,0,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,104,79.4,0,0,2,0,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,110,91.9,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,144,82.1,0,0,1,-1,1,0,6,0,0,0,21,adult,82.19663955,very_far,0.05,0.5
BSIT,M,130,85.9,0,0,1,2,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,125,86,0,0,1,1,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,113,84.3,0,0,1,2,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,134,93.5,0,0,0,-1,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,135,83.9,0,0,1,-1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSHM,F,70,80.7,0,1,1,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,125,90.4,0,0,0,0,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,128,88.1,0,0,1,0,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,120,79.3,0,0,2,1,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,111,88.2,0,0,1,0,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,126,84.6,0,0,1,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,131,88.7,0,0,1,1,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,134,87.7,0,0,1,0,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,110,86.3,0,0,1,0,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,131,85.2,0,0,1,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,111,89.8,0,0,1,0,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,117,95.8,0,0,0,0,0,1,4,0,0,1,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,107,83.2,0,0,1,1,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,80,75.2,1,0,2,1,0,1,4,0,0,0,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,112,83.7,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,120,87.2,0,0,1,1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,125,82.4,0,0,1,0,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,119,88.2,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,130,85.7,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,113,82,0,0,1,1,0,0,5,0,1,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,104,93.2,0,0,0,1,0,0,5,0,1,1,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,109,95.3,0,0,0,1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,79,74.4,1,1,2,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,122,80.4,0,0,1,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,108,90.7,0,0,0,1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,99,89.8,0,0,1,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,112,87.2,0,0,1,0,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,124,84.3,0,0,1,1,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,102,88.9,0,0,1,1,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,118,97.9,0,0,0,0,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,112,90.2,0,0,0,1,0,0,5,0,0,1,19,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,117,88,0,0,1,1,0,0,5,0,0,1,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,129,86.1,0,0,1,0,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,104,87,0,0,1,0,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,136,87,0,0,1,0,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,97,93,0,0,0,1,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,108,90.2,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,64,85.73,1,2,1,1,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,140,86.8,0,0,1,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,113,81.6,0,0,1,0,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,101,86.7,0,0,1,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,80,80.1,0,0,1,0,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,108,98.9,0,0,0,0,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,87,81,0,0,1,1,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,112,98,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
